model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
ShapeFBT,42,4,skin,84,42,0.783513,0.782135,0.782298,1747.965986,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_42_4.json,0.001214999999999966,42,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 20, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 250}",,,,,
XGBoost,156,4,skin,198,42,0.935076,0.932017,0.933567,0.952852,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_156_4.json,0.0015089999999999826,156,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.3, ""max_depth"": 4, ""n_estimators"": 500, ""subsample"": 0.8}",,,,,
ShapeFBT,56,2,skin,98,42,0.793452,0.789031,0.790704,828.39301,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_56_2.json,0.0027480000000000837,56,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
XGBoost,117,2,skin,159,42,0.933718,0.932792,0.933955,1.370629,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_117_2.json,0.0002369999999999317,117,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.1, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 0.63}",,,,,
XGBoost,145,0,skin,187,42,0.922886,0.922468,0.920856,0.433952,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_145_0.json,0.0020299999999999763,145,"{""colsample_bytree"": 0.5, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.5}",,,,,
ShapeFBT,17,4,skin,59,42,0.792758,0.791316,0.79199,891.151881,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_17_4.json,0.0007679999999999909,17,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,22,1,skin,64,42,0.577688,0.580797,0.580062,1093.481977,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_22_1.json,0.0023739999999999872,22,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,70,3,skin,112,42,0.792828,0.791031,0.791888,125.137825,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_70_3.json,0.0009399999999999409,70,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 50}",,,,,
XGBoost,90,3,skin,132,42,0.792828,0.791031,0.791888,2.568266,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_90_3.json,0.0009399999999999409,90,"{""colsample_bytree"": 1.0, ""gamma"": 1.0, ""learning_rate"": 0.01, ""max_depth"": 6, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
ShapeFBT,79,0,skin,121,42,0.888066,0.888435,0.88868,688.075591,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_79_0.json,0.0006140000000000034,79,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 100}",,,,,
XGBoost,99,0,skin,141,42,0.934149,0.93369,0.931996,0.552752,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_99_0.json,0.0021529999999999605,99,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.2, ""max_depth"": 3, ""n_estimators"": 250, ""subsample"": 1.0}",,,,,
XGBoost,138,0,skin,180,42,0.934149,0.93369,0.931996,0.610927,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_138_0.json,0.0021529999999999605,138,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 250, ""subsample"": 0.63}",,,,,
ShapeFBT,3,0,skin,45,42,0.578784,0.57794,0.577654,524.39789,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_3_0.json,0.0011299999999999644,3,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,193,1,skin,235,42,0.914958,0.915613,0.914613,271.913048,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_193_1.json,0.0003450000000000397,193,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
XGBoost,163,1,skin,205,42,0.927352,0.927324,0.926793,0.767318,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_163_1.json,0.0005589999999999762,163,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.1, ""max_depth"": 4, ""n_estimators"": 500, ""subsample"": 0.63}",,,,,
XGBoost,131,3,skin,173,42,0.933537,0.933037,0.934465,1.31045,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_131_3.json,0.0009280000000000399,131,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.2, ""max_depth"": 6, ""n_estimators"": 50, ""subsample"": 0.63}",,,,,
XGBoost,109,2,skin,151,42,0.927165,0.926508,0.927854,0.573041,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_109_2.json,0.0006889999999999397,109,"{""colsample_bytree"": 0.5, ""gamma"": 1.0, ""learning_rate"": 0.3, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 1.0}",,,,,
XGBoost,100,1,skin,142,42,0.896933,0.896923,0.89725,0.554438,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_100_1.json,0.0003170000000000117,100,"{""colsample_bytree"": 0.25, ""gamma"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 50, ""subsample"": 0.63}",,,,,
XGBoost,152,3,skin,194,42,0.933537,0.933037,0.934465,1.098222,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_152_3.json,0.0009280000000000399,152,"{""colsample_bytree"": 1.0, ""gamma"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 1.0}",,,,,
XGBoost,148,4,skin,190,42,0.903124,0.900065,0.901902,1.086776,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_148_4.json,0.0012220000000000564,148,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 250, ""subsample"": 0.5}",,,,,
ShapeFBT,41,1,skin,83,42,0.902314,0.901902,0.903391,295.17639,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_41_1.json,0.0010770000000001057,41,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,13,3,skin,55,42,0.578317,0.578022,0.579246,1251.120717,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_13_3.json,0.0009290000000000687,13,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,48,2,skin,90,42,0.793452,0.789031,0.790704,517.493069,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_48_2.json,0.0027480000000000837,48,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
XGBoost,174,2,skin,216,42,0.933718,0.932792,0.933955,0.891242,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_174_2.json,0.0002369999999999317,174,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 0.63}",,,,,
XGBoost,126,0,skin,168,42,0.792088,0.79658,0.791704,0.51315,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_126_0.json,0.00038400000000005097,126,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.01, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",,,,,
ShapeFBT,74,4,skin,116,42,0.57447,0.579491,0.580654,179.760346,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_74_4.json,0.006183999999999967,74,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,184,2,skin,226,42,0.578008,0.578185,0.580246,492.746422,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_184_2.json,0.0022380000000000733,184,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 5, ""min_samples_split"": 20, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500}",,,,,
XGBoost,94,4,skin,136,42,0.897452,0.894108,0.895046,1.319232,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_94_4.json,0.0024060000000000192,94,"{""colsample_bytree"": 0.25, ""gamma"": 0.0, ""learning_rate"": 0.2, ""max_depth"": 6, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
XGBoost,135,4,skin,177,42,0.903229,0.899739,0.901269,0.835781,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_135_4.json,0.0019599999999999618,135,"{""colsample_bytree"": 0.5, ""gamma"": 0.5, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.63}",,,,,
XGBoost,87,0,skin,129,42,0.792088,0.79658,0.791704,0.529492,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_87_0.json,0.00038400000000005097,87,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.01, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}",,,,,
ShapeFBT,35,2,skin,77,42,0.793452,0.789031,0.790704,855.091054,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_35_2.json,0.0027480000000000837,35,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 5, ""min_samples_split"": 10, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,67,0,skin,109,42,0.792088,0.79658,0.791704,1088.309246,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_67_0.json,0.00038400000000005097,67,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,44,2,skin,86,42,0.877969,0.879376,0.879581,834.776398,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_44_2.json,0.0016119999999999468,44,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 5, ""xgb_n_estimators"": 500}",,,,,
ShapeFBT,16,0,skin,58,42,0.566437,0.564882,0.565821,441.849371,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_16_0.json,0.0006159999999999499,16,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 6, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 250}",,,,,
XGBoost,144,4,skin,186,42,0.907059,0.904187,0.905676,0.563074,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_144_4.json,0.001382999999999912,144,"{""colsample_bytree"": 0.75, ""gamma"": 5.0, ""learning_rate"": 0.01, ""max_depth"": 2, ""n_estimators"": 250, ""subsample"": 0.63}",,,,,
XGBoost,105,2,skin,147,42,0.933718,0.932792,0.933955,1.381814,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_105_2.json,0.0002369999999999317,105,"{""colsample_bytree"": 1.0, ""gamma"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 500, ""subsample"": 0.8}",,,,,
XGBoost,157,0,skin,199,42,0.934149,0.93369,0.931996,0.543196,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_157_0.json,0.0021529999999999605,157,"{""colsample_bytree"": 0.75, ""gamma"": 0.0, ""learning_rate"": 0.3, ""max_depth"": 4, ""n_estimators"": 250, ""subsample"": 0.5}",,,,,
ShapeFBT,39,2,skin,81,42,0.873393,0.87501,0.87501,268.168689,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_39_2.json,0.0016169999999999796,39,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 50}",,,,,
XGBoost,82,3,skin,124,42,0.933537,0.933037,0.934465,0.658339,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_82_3.json,0.0009280000000000399,82,"{""colsample_bytree"": 1.0, ""gamma"": 5.0, ""learning_rate"": 0.3, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 0.8}",,,,,
ShapeFBT,30,1,skin,72,42,0.91933,0.92006,0.919387,1007.848399,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_30_1.json,5.699999999997374e-05,30,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 500}",,,,,
XGBoost,139,4,skin,181,42,0.935076,0.932017,0.933567,36.061722,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_139_4.json,0.0015089999999999826,139,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.3, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 1.0}",,,,,
ShapeFBT,2,4,skin,44,42,0.792758,0.791316,0.79199,135.969651,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_2_4.json,0.0007679999999999909,2,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 3, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,62,3,skin,104,42,0.792828,0.791031,0.791888,1599.915133,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_62_3.json,0.0009399999999999409,62,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 3, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 5, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 250}",,,,,
XGBoost,171,1,skin,213,42,0.93384,0.933935,0.932955,0.844783,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_171_1.json,0.0008850000000000247,171,"{""colsample_bytree"": 0.75, ""gamma"": 0.5, ""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 250, ""subsample"": 0.5}",,,,,
ShapeFBT,78,4,skin,120,42,0.894654,0.890802,0.891904,1421.481884,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_78_4.json,0.002749999999999919,78,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 250, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 2, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
ShapeFBT,188,2,skin,230,42,0.578008,0.578185,0.580246,170.001225,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_188_2.json,0.0022380000000000733,188,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 2, ""xgb_n_estimators"": 250}",,,,,
XGBoost,123,3,skin,165,42,0.933537,0.933037,0.934465,0.751349,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_123_3.json,0.0009280000000000399,123,"{""colsample_bytree"": 0.75, ""gamma"": 1.0, ""learning_rate"": 0.3, ""max_depth"": 4, ""n_estimators"": 100, ""subsample"": 0.8}",,,,,
XGBoost,98,4,skin,140,42,0.935076,0.932017,0.933567,0.821887,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_98_4.json,0.0015089999999999826,98,"{""colsample_bytree"": 0.75, ""gamma"": 1.0, ""learning_rate"": 0.2, ""max_depth"": 5, ""n_estimators"": 250, ""subsample"": 1.0}",,,,,
XGBoost,178,2,skin,220,42,0.927165,0.926508,0.927854,1.39544,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_178_2.json,0.0006889999999999397,178,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.5}",,,,,
ShapeFBT,181,1,skin,223,42,0.914958,0.915613,0.914613,1091.866467,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_181_1.json,0.0003450000000000397,181,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 2, ""min_samples_split"": 5, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 100}",,,,,
XGBoost,112,1,skin,154,42,0.93384,0.933935,0.932955,1.160346,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_112_1.json,0.0008850000000000247,112,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 250, ""subsample"": 1.0}",,,,,
XGBoost,140,3,skin,182,42,0.792828,0.791031,0.791888,0.473749,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_140_3.json,0.0009399999999999409,140,"{""colsample_bytree"": 0.5, ""gamma"": 0.5, ""learning_rate"": 0.01, ""max_depth"": 5, ""n_estimators"": 50, ""subsample"": 0.5}",,,,,
XGBoost,149,0,skin,191,42,0.93201,0.931445,0.929323,0.997654,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_149_0.json,0.002686999999999995,149,"{""colsample_bytree"": 1.0, ""gamma"": 0.0, ""learning_rate"": 0.01, ""max_depth"": 2, ""n_estimators"": 500, ""subsample"": 0.5}",,,,,
ShapeFBT,53,1,skin,95,42,0.466605,0.471844,0.468538,1354.49406,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_53_1.json,0.001933000000000018,53,"{""inner_tree_criterion"": ""entropy"", ""inner_tree_max_depth"": 4, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.01, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 100}",,,,,
XGBoost,86,4,skin,128,42,0.928972,0.924998,0.926691,0.57939,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_86_4.json,0.0022809999999999775,86,"{""colsample_bytree"": 0.5, ""gamma"": 0.5, ""learning_rate"": 0.2, ""max_depth"": 5, ""n_estimators"": 250, ""subsample"": 1.0}",,,,,
ShapeFBT,66,4,skin,108,42,0.792758,0.791316,0.79199,865.747991,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_66_4.json,0.0007679999999999909,66,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 100, ""min_forest_size"": 1, ""min_samples_split"": 10, ""outer_tree_max_depth"": 5, ""xgb_learning_rate"": 0.3, ""xgb_max_depth"": 6, ""xgb_n_estimators"": 50}",,,,,
ShapeFBT,196,2,skin,238,42,0.922333,0.922509,0.922101,555.954809,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_196_2.json,0.00023200000000000998,196,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 2, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 10, ""outer_tree_max_depth"": 6, ""xgb_learning_rate"": 0.05, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 250}",,,,,
ShapeFBT,6,3,skin,48,42,0.916929,0.918265,0.917571,256.745017,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_6_3.json,0.0006420000000000314,6,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 500, ""min_forest_size"": 1, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.1, ""xgb_max_depth"": 3, ""xgb_n_estimators"": 50}",,,,,
XGBoost,166,2,skin,208,42,0.933718,0.932792,0.933955,0.744091,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_166_2.json,0.0002369999999999317,166,"{""colsample_bytree"": 0.75, ""gamma"": 0.1, ""learning_rate"": 0.3, ""max_depth"": 6, ""n_estimators"": 500, ""subsample"": 1.0}",,,,,
XGBoost,134,0,skin,176,42,0.927696,0.927528,0.925488,0.730134,all_results/xgb_shapefbt_results/skin/xgb_results_trial_skin_134_0.json,0.0022079999999999878,134,"{""colsample_bytree"": 0.25, ""gamma"": 5.0, ""learning_rate"": 0.2, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",,,,,
ShapeFBT,27,2,skin,69,42,0.893383,0.893006,0.89525,462.545433,all_results/xgb_shapefbt_results/skin/shapefbt_results_trial_skin_27_2.json,0.001866999999999952,27,"{""inner_tree_criterion"": ""gini"", ""inner_tree_max_depth"": 5, ""k"": 2, ""max_number_of_conjunctions"": 1000, ""min_forest_size"": 2, ""min_samples_split"": 20, ""outer_tree_max_depth"": 4, ""xgb_learning_rate"": 0.2, ""xgb_max_depth"": 4, ""xgb_n_estimators"": 50}",,,,,
